イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,近本 光司,0,,ライトへのツーベース 二塁
1回表,2,2.0,中野 拓夢,0,2塁,ランナー二塁からライトへのヒットで出塁 一三塁
1回表,3,3.0,森下 翔太,0,"1,3塁",0アウト一三塁の1-2からダブルプレーの間に一人ランナーがかえり阪神1点をあげる デ 0-1 神 2アウト
1回表,4,4.0,佐藤 輝明,2,,ど真ん中のスライダーを打つもセンターフライ 3アウト
1回裏,1,1.0,三森 大貴,0,,全く反応できず見逃し三振でバッターアウト 1アウト
1回裏,2,2.0,牧 秀悟,1,,セカンドフライ 2アウト
1回裏,3,3.0,佐野 恵太,2,,フォアボールを選ぶ 一塁
1回裏,4,4.0,宮﨑 敏郎,2,1塁,ボテボテのサードゴロ 3アウト
2回表,1,5.0,大山 悠輔,0,,サードゴロ 1アウト
2回表,2,6.0,木浪 聖也,1,,外角のカーブを打つもレフトフライ 2アウト
2回表,3,7.0,福島 圭音,2,,詰まりながらもレフトへヒットを放つ 一塁
2回表,4,8.0,坂本 誠志郎,2,1塁,一塁けん制:ランナー福島帰塁また一塁けん制:ランナー福島帰塁カウント1-2からレフトへのタイムリーヒット デ 0-2 神 一塁
2回表,5,9.0,才木 浩人,2,1塁,セカンドゴロ 3アウト
2回裏,1,5.0,度会 隆輝,0,,セカンドゴロ 1アウト
2回裏,2,6.0,山本 祐大,1,,デッドボールを受ける 一塁
2回裏,3,7.0,勝又 温史,1,1塁,外角の球を打つもレフトフライ 2アウト
2回裏,4,8.0,深沢 鳳介,2,1塁,見逃し三振 3アウト
3回表,1,1.0,近本 光司,0,,セカンドゴロ 1アウト
3回表,2,2.0,中野 拓夢,1,,セカンドへの内野安打 一塁
3回表,3,3.0,森下 翔太,1,1塁,低めの球を打つもレフトフライ 2アウト
3回表,4,4.0,佐藤 輝明,2,1塁,阪神・中野の本塁セーフの判定を巡り、DeNAがリクエストリプレー検証後判定変わらず3-1からライトへタイムリーツーベース！ デ 0-3 神 二塁
3回表,5,5.0,大山 悠輔,2,2塁,2アウト二塁の3-0からレフトへのヒットを放つ 一三塁
3回表,6,6.0,木浪 聖也,2,"1,3塁",カウント2-2から空振り三振でバッターアウト 3アウト0:103回表、深沢選手が低めのスプリットで空振り三振を奪う！
3回裏,1,9.0,林 琢真,0,,セカンドゴロ 1アウト
3回裏,2,1.0,三森 大貴,1,,粘りを見せて10球目に四球を選ぶ 一塁
3回裏,3,2.0,牧 秀悟,1,1塁,カウント1-2から右中間への2ランホームラン デ 2-3 神0:383回裏、牧選手が右中間への2ランホームランを放ち1点差に迫る!!
3回裏,4,3.0,佐野 恵太,1,,セカンドゴロ 2アウト
3回裏,5,4.0,宮﨑 敏郎,2,,レフトへのヒットを放つ 一塁
3回裏,6,5.0,度会 隆輝,2,1塁,ハーフスイングを取られて三球三振 3アウト
4回表,1,7.0,福島 圭音,0,,見逃し三振 1アウト0:104回表、深沢選手がインコースのストレートで見逃し三振を奪う！
4回表,2,8.0,坂本 誠志郎,1,,ショートゴロ 2アウト
4回表,3,9.0,才木 浩人,2,,ピッチャーゴロ 3アウト
4回裏,1,6.0,山本 祐大,0,,ショートゴロ 1アウト
4回裏,2,7.0,勝又 温史,1,,デッドボールを受ける 一塁
4回裏,3,8.0,深沢 鳳介,1,1塁,見事送りバントを成功させる 2アウト二塁
4回裏,4,9.0,林 琢真,2,2塁,外角低めの球を打つもレフトフライ 3アウト
5回表,1,1.0,近本 光司,0,,セカンドゴロ 1アウト
5回表,2,2.0,中野 拓夢,1,,ストレートのフォアボールで出塁 一塁
5回表,3,3.0,森下 翔太,1,1塁,レフトへのヒットを放つ 一二塁
5回表,4,4.0,佐藤 輝明,1,"1,2塁",投手交代:深沢→橋本フォアボール。DeNA、満塁のピンチをまねく 満塁
5回表,5,5.0,大山 悠輔,1,満塁,1アウト満塁の3-2から押し出しのフォアボール デ 2-4 神 満塁
5回表,6,6.0,木浪 聖也,1,満塁,－DeNA:コーチマウンドへむかう－10球粘るも内角高めの落ちる球に空振り三振 2アウト0:205回表、橋本選手が高めのフォークで空振り三振に仕留める！
5回表,7,7.0,福島 圭音,2,満塁,ランナーフルベースの3-2から押し出し四球 デ 2-5 神 満塁
5回表,8,8.0,坂本 誠志郎,2,満塁,2アウト満塁から高めの球を打つもセンターフライ 3アウト
5回裏,1,1.0,三森 大貴,0,,センターへのヒットを放つ 一塁
5回裏,2,2.0,牧 秀悟,0,1塁,一塁走者三森:盗塁成功 二塁ランナー二塁からショートゴロ 1アウト三塁
5回裏,3,3.0,佐野 恵太,1,3塁,1アウト三塁の0-1からセカンドへのタイムリー内野安打 デ 3-5 神 一塁0:275回裏、佐野選手がセカンドへの内野安打を放ち、点差を縮める！
5回裏,4,4.0,宮﨑 敏郎,1,1塁,見逃し三振 2アウト
5回裏,5,5.0,度会 隆輝,2,1塁,泳ぎながらもライトへヒットを放つ 一二塁
5回裏,6,6.0,山本 祐大,2,"1,2塁",－阪神:コーチマウンドへむかう－ランナー一二塁の1-2からレフトへの同点タイムリーツーベース！ デ 5-5 神 二塁0:355回裏、山本選手がレフトへのタイムリーツーベースを放ち、同点！
5回裏,7,7.0,勝又 温史,2,2塁,2アウト二塁の0-2からセンターへのタイムリーヒットでDeNA勝ち越し！近本(中):悪送球 デ 6-5 神 三塁0:385回裏、勝又選手がセンターへの技ありのタイムリーヒットを放ち、勝ち越しに成功！
5回裏,8,,ヒュンメル,2,3塁,橋本→代打:ヒュンメル外角のカーブを打つもライトフライ 3アウト
6回表,1,,髙寺 望夢,0,,投手交代:橋本→中川虎才木→代打:髙寺外角高めのストレートを打つもレフトフライ 1アウト
6回表,2,1.0,近本 光司,1,,空振り三振でバッターアウト 2アウト0:146回表、中川選手がフォークを振らせて空振り三振!!
6回表,3,2.0,中野 拓夢,2,,ワンバウンドした球に空振り、三振を喫する 3アウト0:096回表、中川選手の鋭いフォークで空振り三振を奪う!!
6回裏,1,9.0,林 琢真,0,,投手交代:才木→工藤空振りの三振を喫する 1アウト
