イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1,藤原 恭大,0,,レフトへのヒットで出塁 一塁
1回表,2,2,西川 史礁,0,1塁,ど真ん中の球をライトへ打ってヒット 一二塁
1回表,3,3,山口 航輝,0,"1,2塁",6-4-3のダブルプレー 2アウト三塁
1回表,4,4,佐藤 都志也,2,3塁,ストレートのフォアボールで出塁 一三塁
1回表,5,5,ソト,2,"1,3塁",ファーストへのファウルフライに倒れる 3アウト
1回裏,1,1,佐藤 直樹,0,,見逃し三振 1アウト
1回裏,2,2,辰己 涼介,1,,ライトへのヒット 一塁
1回裏,3,3,浅村 栄斗,1,1塁,ファウルフライを西川(右)がつかんでバッターアウト 2アウト
1回裏,4,4,マッカスカー,2,1塁,一塁けん制:ランナー辰己帰塁一塁けん制:ランナー辰己帰塁また一塁けん制:ランナー辰己帰塁低めの球を打つもセンターフライ 3アウト
2回表,1,6,安田 尚憲,0,,内角の球を打つもセンターフライ 1アウト
2回表,2,7,寺地 隆成,1,,フォアボールを選ぶ 一塁
2回表,3,8,友杉 篤輝,1,1塁,ど真ん中のスライダーを打つもセンターフライ 2アウト
2回表,4,9,小川 龍成,2,1塁,空振りの三振を喫する 3アウト
2回裏,1,5,村林 一輝,0,,レフトへのヒットを放つ 一塁
2回裏,2,6,黒川 史陽,0,1塁,センターへのヒットを放つ 一二塁
2回裏,3,7,平良 竜哉,0,"1,2塁",ファーストフライ 1アウト
2回裏,4,8,堀内 謙伍,1,"1,2塁",高めのストレートを打つもセンターフライ 2アウト一三塁
2回裏,5,9,中島 大輔,2,"1,3塁",四球を選ぶ 満塁
2回裏,6,1,佐藤 直樹,2,満塁,－ロッテ:コーチマウンドへむかう－一打先制の場面でセカンドフライ 3アウト
3回表,1,1,藤原 恭大,0,,セカンドゴロ 1アウト
3回表,2,2,西川 史礁,1,,ファーストへのファウルフライに倒れる 2アウト
3回表,3,3,山口 航輝,2,,死球を受ける 一塁
3回表,4,4,佐藤 都志也,2,1塁,ライトスタンドへの2ランホームランでロッテ先制！ 楽 0-2 ロ0:50【3回表】故郷に錦を飾る一発!! マリーンズ・佐藤都志也 自身初の2桁HRとなる第10号先制2ラン!! 2026年7月1日 東北楽天ゴールデンイーグルス 対 千葉ロッテマリーンズ
3回表,5,5,ソト,2,,セカンドゴロ 3アウト
3回裏,1,2,辰己 涼介,0,,セカンドゴロ 1アウト
3回裏,2,3,浅村 栄斗,1,,ファーストゴロ 2アウト
3回裏,3,4,マッカスカー,2,,ど真ん中の球を打つもセンターフライ 3アウト
4回表,1,6,安田 尚憲,0,,セカンドフライ 1アウト
4回表,2,7,寺地 隆成,1,,セカンドゴロ 2アウト
4回表,3,8,友杉 篤輝,2,,ファーストフライ 3アウト
4回裏,1,5,村林 一輝,0,,10球目の変化球を打つもショートゴロ 1アウト
4回裏,2,6,黒川 史陽,1,,ショートゴロ 2アウト
4回裏,3,7,平良 竜哉,2,,ワンバウンドした球を空振り三振 3アウト
5回表,1,9,小川 龍成,0,,守備交代:ライト武藤ど真ん中のスライダーを打つもライトフライ 1アウト
5回表,2,1,藤原 恭大,1,,四球を選ぶ 一塁
5回表,3,2,西川 史礁,1,1塁,ライトへのヒットで出塁一塁走者藤原は走塁死 2アウト一塁
5回表,4,3,山口 航輝,2,1塁,ショートゴロ 3アウト
5回裏,1,8,堀内 謙伍,0,,外角高めのストレートを打つもセンターフライ 1アウト
5回裏,2,9,中島 大輔,1,,セカンドゴロ 2アウト
