イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,名原 典彦,0,,詰まった打球はセカンドゴロとなる 1アウト
1回表,2,2.0,大盛 穂,1,,カウント1-0からライトスタンドへのホームランで広島先制！ 楽 0-1 広
1回表,3,3.0,菊池 涼介,1,,全く手が出ず見逃し三振 2アウト
1回表,4,4.0,坂倉 将吾,2,,ファウルフライを堀内(捕)が捕球してバッターアウト 3アウト
1回裏,1,1.0,平良 竜哉,0,,ショートゴロ 1アウト
1回裏,2,2.0,黒川 史陽,1,,空振り三振でバッターアウト 2アウト
1回裏,3,3.0,辰己 涼介,2,,粘りを見せて10球目に四球を選ぶ 一塁
1回裏,4,4.0,佐藤 直樹,2,1塁,一塁けん制:ランナー辰己帰塁空振りの三振を喫する 3アウト
2回表,1,5.0,モンテロ,0,,セカンドゴロ 1アウト
2回表,2,6.0,佐々木 泰,1,,ストレートのフォアボールで出塁 一塁
2回表,3,7.0,小園 海斗,1,1塁,一塁けん制:ランナー佐々木帰塁また一塁けん制:ランナー佐々木帰塁ライトへのヒットを放つ 一三塁
2回表,4,8.0,ファビアン,1,"1,3塁",一塁けん制:ランナー小園帰塁ランナー一三塁の1-1からライトへの犠牲フライを放つ 楽 0-2 広 2アウト一塁
2回表,5,9.0,持丸 泰輝,2,1塁,セカンドゴロ 3アウト
2回裏,1,5.0,渡邊 佳明,0,,高めのチェンジアップを打つもライトフライ 1アウト
2回裏,2,6.0,浅村 栄斗,1,,低めの球を打つもライトフライ 2アウト
2回裏,3,7.0,村林 一輝,2,,セカンドゴロ 3アウト
3回表,1,1.0,名原 典彦,0,,ショートゴロ 1アウト
3回表,2,2.0,大盛 穂,1,,外角低めの球を打つもセンターフライ 2アウト
3回表,3,3.0,菊池 涼介,2,,外角低めのカーブを打つもセンターフライ 3アウト
3回裏,1,8.0,堀内 謙伍,0,,セカンドゴロ 1アウト
3回裏,2,9.0,小森 航大郎,1,,空振りの三振を喫する 2アウト
3回裏,3,1.0,平良 竜哉,2,,セカンドフライ 3アウト
4回表,1,4.0,坂倉 将吾,0,,ライトへのヒットで出塁 一塁
4回表,2,5.0,モンテロ,0,1塁,外角のストレートを打つもライトフライ 1アウト
4回表,3,6.0,佐々木 泰,1,1塁,センターへのヒットで出塁 一二塁
4回表,4,7.0,小園 海斗,1,"1,2塁",外角の球を打つもレフトフライ 2アウト
4回表,5,8.0,ファビアン,2,"1,2塁",外角低めの球を打つもセンターフライ 3アウト
4回裏,1,2.0,黒川 史陽,0,,9球粘るも内角高めの真っ直ぐに見逃し三振 1アウト
4回裏,2,3.0,辰己 涼介,1,,空振り三振でバッターアウト 2アウト
4回裏,3,4.0,佐藤 直樹,2,,ライトへのヒットで出塁 一塁
4回裏,4,5.0,渡邊 佳明,2,1塁,一塁走者佐藤:すかさず初球から走って盗塁成功 二塁フルカウントから空振り三振！決定機を逃す 3アウト0:38【4回裏】盗塁成功!! イーグルス・佐藤直樹 初球から積極的に走りチャンスを作る!! 2026年6月14日 東北楽天ゴールデンイーグルス 対 広島東洋カープ
5回表,1,9.0,持丸 泰輝,0,,センターへのヒットを放つ 一塁
5回表,2,1.0,名原 典彦,0,1塁,見事送りバントを決める 1アウト二塁
5回表,3,2.0,大盛 穂,1,2塁,ファーストゴロ 2アウト三塁
5回表,4,3.0,菊池 涼介,2,3塁,外角高めのチェンジアップを打つもサードライナー 3アウト
5回裏,1,6.0,浅村 栄斗,0,,レフトへのヒットを放つ 一塁
5回裏,2,7.0,村林 一輝,0,1塁,高めの真っ直ぐを打つもライトフライ 1アウト
5回裏,3,8.0,堀内 謙伍,1,1塁,外角高めの真っ直ぐを打つもサードライナー一塁走者浅村は塁を飛び出しておりダブルプレー！ 3アウト
6回表,1,4.0,坂倉 将吾,0,,空振り三振でバッターアウト 1アウト
6回表,2,5.0,モンテロ,1,,外角高めの真っ直ぐを打つもライトフライ 2アウト0:42【6回表】好守で躍動!! イーグルス・佐藤直樹 難しい打球をダイビングキャッチ!! 2026年6月14日 東北楽天ゴールデンイーグルス 対 広島東洋カープ
6回表,3,6.0,佐々木 泰,2,,低めの真っ直ぐを打つもライトフライ 3アウト
6回裏,1,9.0,小森 航大郎,0,,ファーストフライ 1アウト
6回裏,2,1.0,平良 竜哉,1,,サードゴロ 2アウト
6回裏,3,2.0,黒川 史陽,2,,外角低めのツーシームを打つもレフトフライ 3アウト
