イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,三森 大貴,0,,全く手が出ず見逃し三振でバッターアウト 1アウト
1回表,2,2.0,ヒュンメル,1,,空振り三振でバッターアウト 2アウト
1回表,3,3.0,佐野 恵太,2,,金丸のカーブを引っかけセカンドゴロ 3アウト
1回裏,1,1.0,大島 洋平,0,,外角高めのスライダーを打つもサードライナー 1アウト
1回裏,2,2.0,石伊 雄太,1,,外角低めのストレートを打つもライトフライ 2アウト
1回裏,3,3.0,福永 裕基,2,,空振りの三振を喫する 3アウト
2回表,1,4.0,宮﨑 敏郎,0,,外角高めのスプリットを打つもライトフライ 1アウト
2回表,2,5.0,山本 祐大,1,,ショートゴロ 2アウト
2回表,3,6.0,蝦名 達夫,2,,死球を受ける 一塁
2回表,4,7.0,勝又 温史,2,1塁,サードゴロ 3アウト
2回裏,1,4.0,細川 成也,0,,センターへのヒットで出塁 一塁
2回裏,2,5.0,阿部 寿樹,0,1塁,ストレートのフォアボールで出塁 一二塁
2回裏,3,6.0,鵜飼 航丞,0,"1,2塁",併殺打 2アウト三塁
2回裏,4,7.0,村松 開人,2,3塁,2アウト三塁の1-0からライトへの先制タイムリースリーベース！ 中 1-0 デ 三塁
2回裏,5,8.0,田中 幹也,2,3塁,外角低めの真っ直ぐを打つもライトフライ 3アウト
3回表,1,8.0,成瀬 脩人,0,,セカンドゴロ 1アウト
3回表,2,9.0,東 克樹,1,,ショートフライ 2アウト
3回表,3,1.0,三森 大貴,2,,セカンドゴロ 3アウト
3回裏,1,9.0,金丸 夢斗,0,,ショートゴロ 1アウト
3回裏,2,1.0,大島 洋平,1,,ピッチャー東のグラブをはじくもショートゴロに倒れる 2アウト
3回裏,3,2.0,石伊 雄太,2,,サードゴロ 3アウト
4回表,1,2.0,ヒュンメル,0,,ど真ん中の真っ直ぐを打つもショートライナー 1アウト
4回表,2,3.0,佐野 恵太,1,,セカンドゴロ 2アウト
4回表,3,4.0,宮﨑 敏郎,2,,内角のスライダーを打つもセンターフライ 3アウト
4回裏,1,3.0,福永 裕基,0,,セカンドゴロ 1アウト
4回裏,2,4.0,細川 成也,1,,二塁打 二塁
4回裏,3,5.0,阿部 寿樹,1,2塁,1アウト二塁の0-1からライトスタンドへの2ランホームラン 中 3-0 デ
4回裏,4,6.0,鵜飼 航丞,1,,8球粘った末に空振りの三振を喫する 2アウト
4回裏,5,7.0,村松 開人,2,,ショートゴロ 3アウト
5回表,1,5.0,山本 祐大,0,,空振り三振 1アウト
5回表,2,6.0,蝦名 達夫,1,,ライトへのヒットを放つ 一塁
5回表,3,7.0,勝又 温史,1,1塁,外角低めの球を打つもレフトフライ 2アウト
5回表,4,8.0,成瀬 脩人,2,1塁,センターへのヒットで出塁 一三塁
5回表,5,9.0,東 克樹,2,"1,3塁",セカンドゴロ 3アウト
5回裏,1,8.0,田中 幹也,0,,レフトへのヒットを放つ 一塁
5回裏,2,9.0,金丸 夢斗,0,1塁,一塁けん制:ランナー田中帰塁送りバントを試みるもダブルプレーに倒れる 2アウト
5回裏,3,1.0,大島 洋平,2,,外角のストレートを打つもレフトフライ 3アウト
6回表,1,1.0,三森 大貴,0,,レフトへのヒットを放つ 一塁
6回表,2,2.0,ヒュンメル,0,1塁,1-4-3のダブルプレー 2アウト
6回表,3,3.0,佐野 恵太,2,,空振り三振でバッターアウト 3アウト
6回裏,1,2.0,石伊 雄太,0,,内野安打 一塁
6回裏,2,3.0,福永 裕基,0,1塁,セカンドゴロ 1アウト一塁
6回裏,3,4.0,細川 成也,1,1塁,一塁けん制:ランナー福永帰塁一塁けん制:ランナー福永帰塁中日・福永の二塁セーフの判定を巡り、DeNAがリクエストリプレー検証後判定変わらずショートゴロ 2アウト二塁
6回裏,4,5.0,阿部 寿樹,2,2塁,四球を選ぶ 一二塁
6回裏,5,6.0,鵜飼 航丞,2,"1,2塁",－DeNA:コーチマウンドへむかう－カウント2-2から空振り三振 3アウト
7回表,1,4.0,宮﨑 敏郎,0,,内角の真っ直ぐを打つもライトフライ 1アウト
7回表,2,5.0,山本 祐大,1,,低めの球を打つもライトフライ 2アウト
7回表,3,6.0,蝦名 達夫,2,,セカンドゴロ 3アウト
7回裏,1,7.0,村松 開人,0,,投手交代:東→伊勢内角高めの球を打つもセンターフライ 1アウト
7回裏,2,8.0,田中 幹也,1,,ライトへのスリーベース 三塁
7回裏,3,,ボスラー,1,3塁,金丸→代打:ボスラーセカンドフライ 2アウト
7回裏,4,1.0,大島 洋平,2,3塁,ファウルフライを宮﨑(三)が捕球してバッターアウト 3アウト
8回表,1,7.0,勝又 温史,0,,ピッチャー金丸に代わって杉浦がマウンドにあがるレフトへのヒットを放つ打者走者勝又は走塁死 1アウト
8回表,2,8.0,成瀬 脩人,1,,外角の球を打つもセンターフライ 2アウト
8回表,3,,京田 陽太,2,,伊勢→代打:京田フォアボールを選ぶ 一塁
8回表,4,1.0,三森 大貴,2,1塁,セカンドゴロ 3アウト
8回裏,1,2.0,石伊 雄太,0,,投手交代:伊勢→マルセリーノセンターへのヒットで出塁 一塁
8回裏,2,3.0,福永 裕基,0,1塁,空振り三振！一塁走者石伊も盗塁失敗でダブルプレー 2アウト
8回裏,3,4.0,細川 成也,2,,レフトへのヒットで出塁 一塁
8回裏,4,5.0,阿部 寿樹,2,1塁,一塁走者細川→代走:尾田一塁走者尾田:すかさず初球から走って盗塁成功 二塁カウント1-2から空振り三振でバッターアウト 3アウト
9回表,1,2.0,ヒュンメル,0,,ピッチャー杉浦に代わって松山がマウンドにあがる　守備変更:尾田→レフト外角高めのストレートを打つもセンターフライ 1アウト
9回表,2,3.0,佐野 恵太,1,,セカンドゴロ 2アウト
9回表,3,4.0,宮﨑 敏郎,2,,死球を受ける 一塁
9回表,4,5.0,山本 祐大,2,1塁,センターへのヒットで出塁 一三塁
9回表,5,,度会 隆輝,2,"1,3塁",－中日:内野手マウンドへ集まる－蝦名→代打:度会死球を受ける 満塁
9回表,6,7.0,勝又 温史,2,満塁,－中日:コーチマウンドへむかう－－治療中－一塁走者度会→代走:神里一発出れば逆転の場面でセカンドゴロ 3アウト試合終了
