Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12,計,安,失
広島,0,0,0,0,0,0,0,1,0,0,0,1,2,9,1
巨人,0,0,0,0,1,0,0,0,0,0,0,3X,4,10,2
