イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1,水谷 瞬,0,,見逃し三振でバッターアウト！ 1アウト
1回表,2,2,水野 達稀,1,,見逃し三振でバッターアウト！ 2アウト
1回表,3,3,レイエス,2,,空振り三振でバッターアウト 3アウト0:26【1回表】完璧な立ち上がり!! バファローズ・ジェリー 決め球ツーシームで3者連続三振!! 2026年7月18日 オリックス・バファローズ 対 北海道日本ハムファイターズ
1回裏,1,1,西川 龍馬,0,,サードへのファウルフライに倒れる 1アウト
1回裏,2,2,山中 稜真,1,,ショートゴロ 2アウト
1回裏,3,3,紅林 弘太郎,2,,四球を選ぶ 一塁
1回裏,4,4,中川 圭太,2,1塁,ピッチャーゴロ 3アウト
2回表,1,4,万波 中正,0,,ライトへのヒット 一塁
2回表,2,5,吉田 賢吾,0,1塁,カウント0-1からレフトへの先制タイムリーツーベース！ オ 0-1 日 二塁0:50【2回表】先制の一打!! ファイターズ・吉田賢吾 左中間を破るタイムリー2ベースヒット!! 2026年7月18日 オリックス・バファローズ 対 北海道日本ハムファイターズ
2回表,3,6,野村 佑希,0,2塁,外角の変化球を引っかけてサードゴロ 1アウト
2回表,4,7,清宮 幸太郎,1,2塁,詰まった打球はサードゴロとなる 2アウト
2回表,5,8,進藤 勇也,2,2塁,詰まった打球はファーストゴロ 3アウト
2回裏,1,5,森 友哉,0,,低めのスライダーを打つもセンターフライ 1アウト
2回裏,2,6,太田 椋,1,,空振り三振でバッターアウト 2アウト
2回裏,3,7,来田 涼斗,2,,セカンドゴロ 3アウト
3回表,1,9,奈良間 大己,0,,ファーストゴロ 1アウト
3回表,2,1,水谷 瞬,1,,セカンドフライ 2アウト
3回表,3,2,水野 達稀,2,,ショートゴロ 3アウト
3回裏,1,8,若月 健矢,0,,四球を選ぶ 一塁
3回裏,2,9,野口 智哉,0,1塁,一塁けん制:ランナー若月帰塁空振りの三振を喫する 1アウト
3回裏,3,1,西川 龍馬,1,1塁,ど真ん中の球を打つもレフトフライ 2アウト
3回裏,4,2,山中 稜真,2,1塁,一塁けん制:ランナー若月帰塁セカンドゴロ 3アウト
4回表,1,3,レイエス,0,,レフトへのツーベース 二塁
4回表,2,4,万波 中正,0,2塁,打球がフェンスに直撃したかどうかの判定を巡り、オリックスがリクエストリプレー検証後判定覆る0アウト二塁から外角高めの真っ直ぐを打つもライトフライ 1アウト三塁
4回表,3,5,吉田 賢吾,1,3塁,ワンバウンドした球に空振り、三振を喫する 2アウト
4回表,4,6,野村 佑希,2,3塁,2アウト三塁の0-1からレフトへのタイムリーヒット オ 0-2 日 一塁
4回表,5,7,清宮 幸太郎,2,1塁,一塁走者野村:盗塁成功 二塁2アウト二塁の2-0からレフトへタイムリーツーベース！ オ 0-3 日 二塁
4回表,6,8,進藤 勇也,2,2塁,－オリックス:内野手マウンドへ集まる－粘りを見せて8球目にフォアボールを選ぶ 一二塁
4回表,7,9,奈良間 大己,2,"1,2塁",邪飛 3アウト
4回裏,1,3,紅林 弘太郎,0,,見逃し三振でバッターアウト！ 1アウト
4回裏,2,4,中川 圭太,1,,外角高めのストレートを打つもファーストライナー 2アウト
