イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,並木 秀尊,0,,ピッチャーゴロ 1アウト
1回表,2,2.0,サンタナ,1,,ショートゴロ 2アウト
1回表,3,3.0,増田 珠,2,,内角の球を打つもレフトフライ 3アウト
1回裏,1,1.0,鵜飼 航丞,0,,内角高めの真っ直ぐを打つもセンターフライ 1アウト
1回裏,2,2.0,板山 祐太郎,1,,フォアボールを選ぶ 一塁
1回裏,3,3.0,村松 開人,1,1塁,0-1からライトへのタイムリースリーベースで中日先制！ 中 1-0 ヤ 三塁
1回裏,4,4.0,細川 成也,1,3塁,見逃し三振 2アウト
1回裏,5,5.0,石伊 雄太,2,3塁,2アウト三塁からセンターへタイムリーツーベース！ 中 2-0 ヤ 二塁
1回裏,6,6.0,ボスラー,2,2塁,内角の球を打つもライトフライ 3アウト
2回表,1,4.0,内山 壮真,0,,ショートゴロ 1アウト
2回表,2,5.0,オスナ,1,,空振りの三振を喫する 2アウト
2回表,3,6.0,石井 巧,2,,外角高めの球を打つもレフトフライ 3アウト
2回裏,1,7.0,石川 昂弥,0,,センターへのヒットを放つ 一塁
2回裏,2,8.0,田中 幹也,0,1塁,外角高めの球を打つもレフトフライ 1アウト
2回裏,3,9.0,大野 雄大,1,1塁,一塁けん制:ランナー石川昂帰塁見事送りバントを成功させる 2アウト二塁
2回裏,4,1.0,鵜飼 航丞,2,2塁,2アウト二塁からど真ん中の落ちる球を打つもライトフライ 3アウト
3回表,1,7.0,伊藤 琉偉,0,,サードゴロ 1アウト
3回表,2,8.0,奥川 恭伸,1,,空振りの三振を喫する 2アウト
3回表,3,9.0,鈴木 叶,2,,バットを折りながらもセンターへヒットを放つ 一塁
3回表,4,1.0,並木 秀尊,2,1塁,サードゴロ 3アウト
3回裏,1,2.0,板山 祐太郎,0,,センターへのヒットを放つ 一塁
3回裏,2,3.0,村松 開人,0,1塁,右中間への2ランホームラン 中 4-0 ヤ
3回裏,3,4.0,細川 成也,0,,外角高めの真っ直ぐを打つもセンターフライ 1アウト
3回裏,4,5.0,石伊 雄太,1,,ピッチャーゴロ 2アウト
3回裏,5,6.0,ボスラー,2,,ライトへのヒットを放つ 一塁
3回裏,6,7.0,石川 昂弥,2,1塁,カウント2-1からスタンド上段に飛び込む2ランホームランを放つ 中 6-0 ヤ
3回裏,7,8.0,田中 幹也,2,,ど真ん中のカーブをセンターへ打ってヒット 一塁
3回裏,8,9.0,大野 雄大,2,1塁,－ヤクルト:コーチマウンドへむかう－空振り三振でバッターアウト 3アウト
4回表,1,2.0,サンタナ,0,,内角の真っ直ぐを打つもライトフライ 1アウト
4回表,2,3.0,増田 珠,1,,内角の真っ直ぐを打つもレフトフライ 2アウト
4回表,3,4.0,内山 壮真,2,,見逃し三振でバッターアウト！ 3アウト
4回裏,1,1.0,鵜飼 航丞,0,,セカンドゴロ 1アウト
4回裏,2,2.0,板山 祐太郎,1,,ファーストゴロ 2アウト
4回裏,3,3.0,村松 開人,2,,サードゴロ 3アウト
5回表,1,5.0,オスナ,0,,外角低めの球を打つもライトフライ 1アウト
5回表,2,6.0,石井 巧,1,,内角高めのストレートを打つもライトフライ 2アウト
5回表,3,7.0,伊藤 琉偉,2,,フォアボールを選ぶ 一塁
5回表,4,8.0,奥川 恭伸,2,1塁,サードゴロ 3アウト
5回裏,1,4.0,細川 成也,0,,ファウルフライをサンタナ(左)がつかんでバッターアウト 1アウト
5回裏,2,5.0,石伊 雄太,1,,サードゴロ 2アウト
5回裏,3,6.0,ボスラー,2,,セカンドゴロ 3アウト
6回表,1,9.0,鈴木 叶,0,,ショートゴロ 1アウト
6回表,2,1.0,並木 秀尊,1,,ライトへのヒットを放つ 一塁
6回表,3,2.0,サンタナ,1,1塁,一塁走者並木:盗塁成功 二塁－治療中－二塁走者並木→代走:岩田粘りを見せて8球目にフォアボールを選ぶ 一二塁
6回表,4,3.0,増田 珠,1,"1,2塁",外角の真っ直ぐを打つもライトフライ 2アウト一三塁
6回表,5,4.0,内山 壮真,2,"1,3塁",フルカウントから空振り三振！決定機を逃す 3アウト
6回裏,1,7.0,石川 昂弥,0,,守備変更:岩田→センターど真ん中の球を打つもライトフライ 1アウト
6回裏,2,8.0,田中 幹也,1,,ショートゴロ 2アウト
6回裏,3,9.0,大野 雄大,2,,打つ気なく三振に倒れる 3アウト
7回表,1,5.0,オスナ,0,,外角低めの球を打つもライトフライ 1アウト
7回表,2,6.0,石井 巧,1,,高めの真っ直ぐを打つもライトフライ 2アウト
7回表,3,7.0,伊藤 琉偉,2,,ファーストフライ 3アウト
7回裏,1,1.0,鵜飼 航丞,0,,詰まった打球はショートゴロとなる 1アウト
7回裏,2,2.0,板山 祐太郎,1,,センターへの二塁打 二塁
7回裏,3,3.0,村松 開人,1,2塁,1アウト二塁の1-1からレフトへタイムリーツーベース！ 中 7-0 ヤ 二塁
7回裏,4,4.0,細川 成也,1,2塁,四球を選ぶ 一二塁
