イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,中島 大輔,0,,高めの球を打つもセンターフライ 1アウト
1回表,2,2.0,YG安田,1,,ショートフライ 2アウト
1回表,3,3.0,辰己 涼介,2,,レフトへのツーベース 二塁
1回表,4,4.0,マッカスカー,2,2塁,一打先制の場面でセカンドフライ 3アウト
1回裏,1,1.0,藤原 恭大,0,,ライトへの二塁打 二塁
1回裏,2,2.0,山口 航輝,0,2塁,空振り三振 1アウト
1回裏,3,3.0,ソト,1,2塁,ランナー二塁からサードゴロ 2アウト
1回裏,4,4.0,安田 尚憲,2,2塁,ランナー二塁の1-2からライトへの先制タイムリーヒット！ ロ 1-0 楽 一塁
1回裏,5,5.0,山本 大斗,2,1塁,あたりそこないの打球がサードへ転がり内野安打で出塁 一二塁
1回裏,6,6.0,井上 広大,2,"1,2塁",ファウルフライを太田(捕)が捕球してバッターアウト 3アウト
2回表,1,5.0,村林 一輝,0,,外角高めのストレートを打つもレフトフライ 1アウト
2回表,2,6.0,浅村 栄斗,1,,外角高めの変化球を打つもライトフライ 2アウト
2回表,3,7.0,宗山 塁,2,,ライトへのヒットで出塁 一塁
2回表,4,8.0,太田 光,2,1塁,空振り三振でバッターアウト 3アウト
2回裏,1,7.0,小川 龍成,0,,センターへのヒットで出塁 一塁
2回裏,2,8.0,松川 虎生,0,1塁,外角の真っ直ぐを打つもセンターフライ 1アウト二塁
2回裏,3,9.0,山﨑 剛,1,2塁,内角の球を打つもサードライナー 2アウト
2回裏,4,1.0,藤原 恭大,2,2塁,二塁けん制:ランナー小川帰塁詰まった打球はセカンドゴロ 3アウト
3回表,1,9.0,黒川 史陽,0,,内角低めのツーシームを打つもセンターフライ 1アウト
3回表,2,1.0,中島 大輔,1,,センターへの二塁打 二塁
3回表,3,2.0,YG安田,1,2塁,ランナー二塁からセカンドゴロ 2アウト三塁
3回表,4,3.0,辰己 涼介,2,3塁,ランナー三塁の2-0からセンターへのタイムリーヒットで楽天同点！ ロ 1-1 楽 一塁
3回表,5,4.0,マッカスカー,2,1塁,一塁けん制:ランナー辰己帰塁一塁走者辰己:すかさず初球から走って盗塁成功 二塁フォアボールを選ぶ 一二塁
3回表,6,5.0,村林 一輝,2,"1,2塁",－ロッテ:コーチマウンドへむかう－カウント1-2から空振り三振でバッターアウト 3アウト
3回裏,1,2.0,山口 航輝,0,,ショートゴロ 1アウト
3回裏,2,3.0,ソト,1,,空振り三振でバッターアウト 2アウト
3回裏,3,4.0,安田 尚憲,2,,全く手が出ず見逃し三振 3アウト
4回表,1,6.0,浅村 栄斗,0,,高めの球を打つもレフトフライ 1アウト
4回表,2,7.0,宗山 塁,1,,セカンドゴロ 2アウト
4回表,3,8.0,太田 光,2,,ショートゴロ 3アウト
4回裏,1,5.0,山本 大斗,0,,センターへのヒットを放つ 一塁
4回裏,2,6.0,井上 広大,0,1塁,ファウルフライを浅村(一)がつかんでバッターアウト 1アウト
4回裏,3,7.0,小川 龍成,1,1塁,セカンドゴロ 2アウト一塁
4回裏,4,8.0,松川 虎生,2,1塁,一塁けん制:ランナー小川帰塁ショートゴロ 3アウト
5回表,1,9.0,黒川 史陽,0,,レフトへポテンヒットを放つ 一塁
5回表,2,1.0,中島 大輔,0,1塁,一塁けん制:ランナー黒川帰塁レフトへのヒットを放つ 一二塁
5回表,3,2.0,YG安田,0,"1,2塁",－ロッテ:コーチマウンドへむかう－0アウト一二塁からライトへのヒットを放つ 満塁
5回表,4,3.0,辰己 涼介,0,満塁,投手交代:毛利→八木空振り三振でバッターアウト 1アウト
5回表,5,4.0,マッカスカー,1,満塁,6-4-3のダブルプレー 3アウト0:26【5回表】完璧な火消し!! マリーンズ・八木彬 ノーアウト満塁のピンチを無失点で抑える!! 2026年7月23日 千葉ロッテマリーンズ 対 東北楽天ゴールデンイーグルス
5回裏,1,9.0,山﨑 剛,0,,デッドボールを受ける 一塁
5回裏,2,1.0,藤原 恭大,0,1塁,カウント1-0からセンターへの勝ち越しタイムリーツーベース！ ロ 2-1 楽 二塁
