イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,周東 佑京,0,,高めのつり球に空振り三振 1アウト
1回表,2,2.0,近藤 健介,1,,外角のフォークを打つもセンターフライ 2アウト
1回表,3,3.0,牧原 大成,2,,セカンドゴロ 3アウト
1回裏,1,1.0,桑原 将志,0,,レフトへのスリーベース 三塁
1回裏,2,2.0,源田 壮亮,0,3塁,－治療中－三塁走者桑原→代走:山村フォアボールを選ぶ 一三塁
1回裏,3,3.0,渡部 聖弥,0,"1,3塁",0アウト一三塁からライトへのタイムリーヒットで西武先制！ 西 1-0 ソ 一二塁0:41【1回裏】ライオンズ・渡部聖弥 ライト前の先制タイムリーヒットでチームを勢いづける!! 2026年4月21日 埼玉西武ライオンズ 対 福岡ソフトバンクホークス
1回裏,4,4.0,林 安可,0,"1,2塁",ランナー一二塁から外角のストレートをレフトへ打ってヒット 満塁
1回裏,5,5.0,小島 大河,0,満塁,－ソフトバンク:コーチマウンドへむかう－ランナーフルベースの1-1からダブルプレーの間に一人ランナーがかえり西武1点をあげる 西 2-0 ソ 2アウト三塁
1回裏,6,6.0,平沢 大河,2,3塁,ランナー三塁の1-0からライトへタイムリーツーベース！ 西 3-0 ソ 二塁
1回裏,7,7.0,西川 愛也,2,2塁,フォアボールを選ぶ 一二塁
1回裏,8,8.0,長谷川 信哉,2,"1,2塁",ランナー一二塁の2-1からレフトへのタイムリーヒット 西 4-0 ソ 一三塁
1回裏,9,9.0,滝澤 夏央,2,"1,3塁",一塁走者長谷川:積極的に初球から走って盗塁成功 二三塁ランナー二三塁の0-1からセンターへのタイムリーヒット 西 6-0 ソ 一塁
1回裏,10,1.0,山村 崇嘉,2,1塁,一塁けん制:ランナー滝澤帰塁一塁走者滝澤:すかさず初球から盗塁を試みるもアウト 3アウト
2回表,1,4.0,柳田 悠岐,0,,守備変更:山村→サード　守備変更:平沢サード→ファースト　守備変更:長谷川ファースト→レフトセンターへのヒット 一塁
2回表,2,5.0,山川 穂高,0,1塁,低めのフォークを打つもセンターフライ 1アウト
2回表,3,6.0,今宮 健太,1,1塁,レフトスタンドへの2ランホームラン 西 6-2 ソ0:45【2回表】ホークス・今宮健太 レフトスタンドへの2ランホームランで反撃開始!! 2026年4月21日 埼玉西武ライオンズ 対 福岡ソフトバンクホークス
2回表,4,7.0,栗原 陵矢,1,,フェンス直撃の二塁打を放つ 二塁
2回表,5,8.0,谷川原 健太,1,2塁,－西武:コーチマウンドへむかう－ランナー二塁からライトへのヒットで出塁 一三塁
2回表,6,9.0,柳町 達,1,"1,3塁",見逃し三振でバッターアウト！ 2アウト
2回表,7,1.0,周東 佑京,2,"1,3塁",一塁けん制:ランナー谷川原帰塁隅田(投):ワイルドピッチ 西 6-3 ソ 二塁隅田(投):暴投 三塁粘りを見せて8球目にフォアボールを選ぶ 一三塁
2回表,8,2.0,近藤 健介,2,"1,3塁",一塁けん制:ランナー周東帰塁ランナー一三塁の1-1からセンターへのタイムリーヒット 西 6-4 ソ 一二塁
2回表,9,3.0,牧原 大成,2,"1,2塁",外角高めの落ちる球を引っかけてファーストゴロ 3アウト
2回裏,1,1.0,山村 崇嘉,0,,投手交代:スチュワート・ジュニア→大竹ファーストゴロ 1アウト
2回裏,2,2.0,源田 壮亮,1,,サードゴロ 2アウト
2回裏,3,3.0,渡部 聖弥,2,,見逃し三振 3アウト0:20【2回裏】初奪三振も記録!! ホークス・大竹風雅 プロ初登板を2回無失点の好投で終える!! 2026年4月21日 埼玉西武ライオンズ 対 福岡ソフトバンクホークス
3回表,1,4.0,柳田 悠岐,0,,高めのつり球に空振り三振 1アウト
3回表,2,5.0,山川 穂高,1,,ショートゴロ 2アウト
3回表,3,6.0,今宮 健太,2,,ワンバウンドした球に空振り、三振を喫する 3アウト
3回裏,1,4.0,林 安可,0,,ショートフライ 1アウト
3回裏,2,5.0,小島 大河,1,,四球を選ぶ 一塁
3回裏,3,6.0,平沢 大河,1,1塁,一塁けん制:ランナー小島帰塁一塁けん制:ランナー小島帰塁フォアボールを選ぶ 一二塁
3回裏,4,7.0,西川 愛也,1,"1,2塁",－ソフトバンク:コーチマウンドへむかう－ランナー一二塁からピッチャーゴロ 2アウト二三塁
3回裏,5,8.0,長谷川 信哉,2,"2,3塁",2アウト二三塁からショートゴロ 3アウト
4回表,1,7.0,栗原 陵矢,0,,空振りの三振を喫する 1アウト
4回表,2,8.0,谷川原 健太,1,,空振りの三振を喫する 2アウト
4回表,3,9.0,柳町 達,2,,ファーストゴロ 3アウト
4回裏,1,9.0,滝澤 夏央,0,,投手交代:大竹→尾形内角高めのストレートを打つもライトフライ 1アウト
4回裏,2,1.0,山村 崇嘉,1,,四球を選ぶ 一塁
4回裏,3,2.0,源田 壮亮,1,1塁,一塁けん制:ランナー山村帰塁また一塁けん制:ランナー山村帰塁一塁けん制:ランナー山村帰塁空振りの三振を喫する 2アウト
4回裏,4,3.0,渡部 聖弥,2,1塁,フォアボールを選ぶ 一二塁
4回裏,5,4.0,林 安可,2,"1,2塁",二塁走者山村は走塁死 3アウト
5回表,1,1.0,周東 佑京,0,,ピッチャーゴロ 1アウト
5回表,2,2.0,近藤 健介,1,,外角高めのカーブを打つもレフトフライ 2アウト
5回表,3,3.0,牧原 大成,2,,空振りの三振を喫する 3アウト
5回裏,1,4.0,林 安可,0,,空振り三振でバッターアウト 1アウト
5回裏,2,5.0,小島 大河,1,,内角高めの球を打つもセンターフライ 2アウト
5回裏,3,6.0,平沢 大河,2,,外角低めのスライダーを打つもセンターフライ 3アウト
6回表,1,4.0,柳田 悠岐,0,,セカンドゴロ 1アウト
6回表,2,5.0,山川 穂高,1,,ファーストフライ 2アウト
6回表,3,6.0,今宮 健太,2,,ショートゴロ 3アウト
6回裏,1,7.0,西川 愛也,0,,投手交代:尾形→ヘルナンデスショートフライ 1アウト
6回裏,2,8.0,長谷川 信哉,1,,レフトへのヒットを放つ 一塁
6回裏,3,9.0,滝澤 夏央,1,1塁,一塁けん制:ランナー長谷川帰塁また一塁けん制:ランナー長谷川帰塁西武・長谷川の二塁盗塁セーフの判定を巡り、ソフトバンクがリクエストリプレー検証後判定覆る一塁走者長谷川:盗塁を試みるもアウト 2アウトストレートのフォアボールで出塁 一塁
6回裏,4,1.0,山村 崇嘉,2,1塁,一塁けん制:ランナー滝澤帰塁一塁けん制:ランナー滝澤帰塁また一塁けん制:ランナー滝澤帰塁一塁けん制:ランナー滝澤帰塁外角低めの変化球を打つもレフトフライ 3アウト
7回表,1,7.0,栗原 陵矢,0,,内角低めの落ちる球を打つもセンターフライ 1アウト
7回表,2,8.0,谷川原 健太,1,,空振り三振 2アウト
7回表,3,9.0,柳町 達,2,,フォアボールを選ぶ 一塁
7回表,4,1.0,周東 佑京,2,1塁,一塁けん制:ランナー柳町帰塁空振りの三振を喫する 3アウト
7回裏,1,2.0,源田 壮亮,0,,投手交代:ヘルナンデス→津森四球を選ぶ 一塁
7回裏,2,3.0,渡部 聖弥,0,1塁,4-6-3のダブルプレー 2アウト
7回裏,3,4.0,林 安可,2,,見逃し三振でバッターアウト！ 3アウト
8回表,1,2.0,近藤 健介,0,,ピッチャー隅田に代わって甲斐野がマウンドにあがる　守備交代:レフト岸守備変更:長谷川レフト→ライトライトへのヒットで出塁 一塁
8回表,2,3.0,牧原 大成,0,1塁,四球を選ぶ 一二塁
8回表,3,4.0,柳田 悠岐,0,"1,2塁",－西武:内野手マウンドへ集まる－ランナー一二塁からど真ん中の球を打つもレフトフライ 1アウト
8回表,4,5.0,山川 穂高,1,"1,2塁",空振り三振でバッターアウト 2アウト
8回表,5,6.0,今宮 健太,2,"1,2塁",セカンドフライ 3アウト
8回裏,1,5.0,小島 大河,0,,投手交代:津森→伊藤低めのストレートを打つもレフトフライ 1アウト
8回裏,2,6.0,平沢 大河,1,,フォアボールを選ぶ 一塁
8回裏,3,7.0,西川 愛也,1,1塁,内角低めのカットボールを打つもレフトフライ 2アウト
8回裏,4,8.0,長谷川 信哉,2,1塁,セカンドゴロ 3アウト
9回表,1,7.0,栗原 陵矢,0,,ピッチャー甲斐野に代わって岩城がマウンドにあがる　守備交代:キャッチャー古賀悠空振り三振 1アウト
9回表,2,,中村 晃,1,,谷川原→代打:中村晃ショートゴロ 2アウト
9回表,3,9.0,柳町 達,2,,サードゴロ 3アウト試合終了
