イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,奈良間 大己,0,,サードゴロ 1アウト
1回表,2,2.0,清宮 幸太郎,1,,ライトへのヒットを放つ 一塁
1回表,3,3.0,レイエス,1,1塁,一塁けん制:ランナー清宮幸帰塁1-4-3のダブルプレー 3アウト
1回裏,1,1.0,村林 一輝,0,,ショートへの内野安打 一塁
1回裏,2,2.0,辰己 涼介,0,1塁,内野安打 一二塁
1回裏,3,3.0,浅村 栄斗,0,"1,2塁",0アウト一二塁からライトへのヒットで出塁 満塁
1回裏,4,4.0,黒川 史陽,0,満塁,内角高めのスライダーを打つもセンターフライ 1アウト
1回裏,5,5.0,伊藤 裕季也,1,満塁,1アウト満塁の1-2からセンターへの犠牲フライを放つ楽天先制！ 楽 1-0 日 2アウト一三塁
1回裏,6,6.0,ボイト,2,"1,3塁",カウント0-2から空振り三振 3アウト
2回表,1,4.0,郡司 裕也,0,,ファーストゴロ 1アウト
2回表,2,5.0,万波 中正,1,,ショートゴロ 2アウト
2回表,3,6.0,野村 佑希,2,,サードゴロ 3アウト
2回裏,1,7.0,小郷 裕哉,0,,ショートゴロ 1アウト
2回裏,2,8.0,伊藤 光,1,,ファーストゴロ 2アウト
2回裏,3,9.0,小深田 大翔,2,,ライトへのヒットを放つ 一塁
2回裏,4,1.0,村林 一輝,2,1塁,一塁けん制:ランナー小深田帰塁また一塁けん制:ランナー小深田帰塁一塁けん制:ランナー小深田帰塁一塁走者小深田:盗塁成功 二塁カウント2-2から空振りの三振を喫する 3アウト
3回表,1,7.0,田宮 裕涼,0,,ショートゴロ 1アウト
3回表,2,8.0,矢澤 宏太,1,,低めの球を打つもファーストライナー 2アウト
3回表,3,9.0,水野 達稀,2,,ライトへのヒットを放つ 一塁
3回表,4,1.0,奈良間 大己,2,1塁,空振りの三振を喫する 3アウト
3回裏,1,2.0,辰己 涼介,0,,ショートゴロ 1アウト
3回裏,2,3.0,浅村 栄斗,1,,ショートゴロ 2アウト
3回裏,3,4.0,黒川 史陽,2,,ショートゴロ 3アウト
4回表,1,2.0,清宮 幸太郎,0,,外角低めのスプリットを打つもレフトフライ 1アウト
4回表,2,3.0,レイエス,1,,見逃し三振 2アウト
4回表,3,4.0,郡司 裕也,2,,外角低めの球を打つもセカンドライナー 3アウト
4回裏,1,5.0,伊藤 裕季也,0,,詰まりながらもセンターへヒットを放つ 一塁
4回裏,2,6.0,ボイト,0,1塁,6-4-3のダブルプレー 2アウト
4回裏,3,7.0,小郷 裕哉,2,,見逃し三振 3アウト
5回表,1,5.0,万波 中正,0,,守備交代:レフト中島守備変更:伊藤裕レフト→ファースト空振り三振 1アウト
5回表,2,6.0,野村 佑希,1,,空振り三振でバッターアウト 2アウト
5回表,3,7.0,田宮 裕涼,2,,ワンバウンドした球を空振り三振 3アウト
5回裏,1,8.0,伊藤 光,0,,空振りの三振を喫する 1アウト
5回裏,2,9.0,小深田 大翔,1,,ピッチャーゴロ 2アウト
5回裏,3,1.0,村林 一輝,2,,セカンドゴロ 3アウト
6回表,1,8.0,矢澤 宏太,0,,投手交代:ウレーニャ→内ライトへのツーベース 二塁
6回表,2,9.0,水野 達稀,0,2塁,0アウト二塁からセンターへのヒットで出塁 一三塁
6回表,3,1.0,奈良間 大己,0,"1,3塁",－楽天:内野手マウンドへ集まる－ランナー一三塁の1-1からセンターへのタイムリーヒットで日本ハム同点！ 楽 1-1 日 一二塁
6回表,4,2.0,清宮 幸太郎,0,"1,2塁",投手交代:内→加治屋ランナー一二塁の1-0から左中間への3ランホームランで日本ハム勝ち越し！ 楽 1-4 日0:57【6回表】この回逆転!! ファイターズ・清宮幸太郎 今季第5号の3ランホームラン!! 2026年4月9日 東北楽天ゴールデンイーグルス 対 北海道日本ハムファイターズ
6回表,5,3.0,レイエス,0,,空振り三振でバッターアウト 1アウト
6回表,6,4.0,郡司 裕也,1,,センターへのヒットで出塁 一塁
6回表,7,5.0,万波 中正,1,1塁,一塁けん制:ランナー郡司帰塁5-4-3のダブルプレー 3アウト
6回裏,1,2.0,辰己 涼介,0,,センターへのヒットで出塁 一塁
6回裏,2,3.0,中島 大輔,0,1塁,ライトへのヒット 一二塁
6回裏,3,4.0,黒川 史陽,0,"1,2塁",フォアボール。日本ハム、満塁のピンチをまねく 満塁
6回裏,4,5.0,伊藤 裕季也,0,満塁,投手交代:加藤貴→玉井サードゴロ 1アウト満塁
6回裏,5,6.0,ボイト,1,満塁,1アウト満塁から6-4-3のダブルプレー 3アウト0:35【6回裏】完璧な火消し!! ファイターズ・玉井大翔 ノーアウト満塁を無失点に抑える!! 2026年4月9日 東北楽天ゴールデンイーグルス 対 北海道日本ハムファイターズ
7回表,1,6.0,野村 佑希,0,,投手交代:加治屋→宋家豪空振り三振でバッターアウト 1アウト
7回表,2,7.0,田宮 裕涼,1,,空振りの三振を喫する 2アウト
7回表,3,8.0,矢澤 宏太,2,,ショートゴロ 3アウト
7回裏,1,7.0,小郷 裕哉,0,,ピッチャー玉井に代わって古林がマウンドにあがる　守備交代:レフト西川ショートゴロ 1アウト
7回裏,2,,YG安田,1,,伊藤光→代打:YG安田空振りの三振を喫する 2アウト
7回裏,3,9.0,小深田 大翔,2,,空振り三振でバッターアウト 3アウト
8回表,1,9.0,水野 達稀,0,,投手交代:宋家豪→田中千守備変更:YG安田→キャッチャー高めの球を打つもレフトフライ 1アウト
8回表,2,1.0,奈良間 大己,1,,ワンバウンドした球に空振り、三振を喫する 2アウト
8回表,3,2.0,清宮 幸太郎,2,,空振り三振 3アウト
8回裏,1,1.0,村林 一輝,0,,ピッチャー古林に代わって田中がマウンドにあがる外角高めのストレートを打つもライトフライ 1アウト
8回裏,2,2.0,辰己 涼介,1,,高めの球を打つもセンターフライ 2アウト
8回裏,3,3.0,中島 大輔,2,,ファーストゴロ 3アウト
9回表,1,3.0,レイエス,0,,投手交代:田中千→柴田高めの球を打つもセンターフライ 1アウト
9回表,2,4.0,郡司 裕也,1,,ハーフスイングを取られて空振りの三振を喫する 2アウト
9回表,3,5.0,万波 中正,2,,空振りの三振を喫する 3アウト1:01【9回表】イーグルス・柴田大地 魂あふれるピッチングでこの回を3者凡退に抑える!! 2026年4月9日 東北楽天ゴールデンイーグルス 対 北海道日本ハムファイターズ
9回裏,1,4.0,黒川 史陽,0,,ピッチャー田中に代わって柳川がマウンドにあがるライトへのスリーベース 三塁
9回裏,2,5.0,伊藤 裕季也,0,3塁,空振り三振 1アウト
9回裏,3,,鈴木 大地,1,3塁,ボイト→代打:鈴木大ど真ん中の球を打つもセンターフライ 2アウト
9回裏,4,7.0,小郷 裕哉,2,3塁,楽天・小郷の一塁セーフの判定を巡り、日本ハムがリクエストリプレー検証後判定変わらず2アウト三塁の1-1からファーストへのタイムリー内野安打 楽 2-4 日 一塁
9回裏,5,,ゴンザレス,2,1塁,－日本ハム:コーチマウンドへむかう－YG安田→代打:ゴンザレス代打で登場するも空振り三振に倒れる 3アウト試合終了
