Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,計,安,失
DeNA,0,0,0,1,0,0,0,0,0,0,0,1,5,0
阪神,0,0,0,0,1,0,0,0,0,0,1X,2,9,0
