イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,西川 愛也,0,,セカンドゴロ 1アウト
1回表,2,2.0,滝澤 夏央,1,,ライトへのヒットで出塁 一塁
1回表,3,3.0,長谷川 信哉,1,1塁,ライトへのヒットで出塁一塁走者滝澤は走塁死 2アウト一塁
1回表,4,4.0,カナリオ,2,1塁,外角高めのスライダーを打つもセンターフライ 3アウト
1回裏,1,1.0,佐藤 直樹,0,,サードゴロ 1アウト
1回裏,2,2.0,辰己 涼介,1,,レフトへのツーベース 二塁
1回裏,3,3.0,浅村 栄斗,1,2塁,空振りの三振を喫する 2アウト
1回裏,4,4.0,マッカスカー,2,2塁,一打先制の場面で空振り三振！決定機を逃す 3アウト
2回表,1,5.0,渡部 聖弥,0,,ショートゴロ 1アウト
2回表,2,6.0,岸 潤一郎,1,,外角のフォークをセンターへ打ってヒット 一塁
2回表,3,7.0,石井 一成,1,1塁,ライトへのタイムリーツーベースで西武先制！ 楽 0-1 西 二塁0:56【2回表】連打で先制!! ライオンズ・石井一成 右中間を破るタイムリー2ベースヒット!! 2026年6月23日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
2回表,4,8.0,柘植 世那,1,2塁,ショートフライ 2アウト
2回表,5,9.0,茶野 篤政,2,2塁,外角の球を打つもレフトフライ 3アウト
2回裏,1,5.0,渡邊 佳明,0,,ライトへのツーベース 二塁
2回裏,2,6.0,村林 一輝,0,2塁,フォアボールを選ぶ 一二塁
2回裏,3,7.0,平良 竜哉,0,"1,2塁",5-4-3のダブルプレー 2アウト三塁
2回裏,4,8.0,堀内 謙伍,2,3塁,ファウルフライを渡部(三)がつかんでバッターアウト 3アウト
3回表,1,1.0,西川 愛也,0,,レフトへのヒットを放つ 一塁
3回表,2,2.0,滝澤 夏央,0,1塁,見事送りバントを決める 1アウト二塁
3回表,3,3.0,長谷川 信哉,1,2塁,1アウト二塁の2-1からレフトへタイムリーツーベース！ 楽 0-2 西 二塁
3回表,4,4.0,カナリオ,1,2塁,ファーストゴロ 2アウト三塁
3回表,5,5.0,渡部 聖弥,2,3塁,カウント1-2から空振りの三振を喫する 3アウト
3回裏,1,9.0,黒川 史陽,0,,ストレートのフォアボールで出塁 一塁
3回裏,2,1.0,佐藤 直樹,0,1塁,一塁けん制:ランナー黒川帰塁ライトへのヒットを放つ 一二塁
3回裏,3,2.0,辰己 涼介,0,"1,2塁",見逃し三振 1アウト
3回裏,4,3.0,浅村 栄斗,1,"1,2塁",1アウト一二塁から詰まりながらもセンターへヒットを放つ 満塁
3回裏,5,4.0,マッカスカー,1,満塁,－西武:内野手マウンドへ集まる－1アウト満塁の0-2からセンターへの同点タイムリーヒット！ 楽 2-2 西 一二塁
3回裏,6,5.0,渡邊 佳明,1,"1,2塁",空振り三振でバッターアウト 2アウト
3回裏,7,6.0,村林 一輝,2,"1,2塁",ランナー一二塁の1-2からレフトへの勝ち越しタイムリーツーベース！ 楽 4-2 西 二塁0:57【3回裏】勝負強さ光る一打!! イーグルス・村林一輝 レフトへのタイムリー2ベースで勝ち越し!! 2026年6月23日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
3回裏,8,7.0,平良 竜哉,2,2塁,－西武:コーチマウンドへむかう－ランナー二塁から低めのチェンジアップを打つもレフトフライ 3アウト
4回表,1,6.0,岸 潤一郎,0,,キャッチャーへのファウルフライに倒れる 1アウト
4回表,2,7.0,石井 一成,1,,見逃し三振 2アウト
4回表,3,8.0,柘植 世那,2,,レフトへのツーベース 二塁
4回表,4,9.0,茶野 篤政,2,2塁,2アウト二塁からショートへの内野安打 一三塁
4回表,5,1.0,西川 愛也,2,"1,3塁",一塁けん制:ランナー茶野帰塁カウント2-2から空振りの三振を喫する 3アウト
4回裏,1,8.0,堀内 謙伍,0,,空振りの三振を喫する 1アウト
4回裏,2,9.0,黒川 史陽,1,,ライトへのヒットで出塁 一塁
4回裏,3,1.0,佐藤 直樹,1,1塁,セカンドフライ 2アウト
4回裏,4,2.0,辰己 涼介,2,1塁,空振り三振でバッターアウト 3アウト
5回表,1,2.0,滝澤 夏央,0,,低めの変化球をセンターへ打ってヒット 一塁
5回表,2,3.0,長谷川 信哉,0,1塁,ファーストへのファウルフライに倒れる 1アウト
5回表,3,4.0,カナリオ,1,1塁,ショートフライ 2アウト
5回表,4,5.0,渡部 聖弥,2,1塁,空振り三振でバッターアウト 3アウト
5回裏,1,3.0,浅村 栄斗,0,,ショートゴロ 1アウト
5回裏,2,4.0,マッカスカー,1,,2-1からレフトスタンドへのホームラン 楽 5-2 西1:02【5回裏】打球はスタンドの向こう側!! イーグルス・マッカスカー 第5号の特大ホームラン!! 2026年6月23日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
5回裏,3,5.0,渡邊 佳明,1,,外角低めのチェンジアップを打つもショートライナー 2アウト
5回裏,4,6.0,村林 一輝,2,,レフトへのヒット 一塁
5回裏,5,7.0,平良 竜哉,2,1塁,一塁けん制:ランナー村林帰塁サードゴロ 3アウト
6回表,1,6.0,岸 潤一郎,0,,セカンドゴロ 1アウト
6回表,2,7.0,石井 一成,1,,センターへのツーベース 二塁
6回表,3,8.0,柘植 世那,1,2塁,1アウト二塁から外角のスライダーを打つもセンターフライ 2アウト
6回表,4,9.0,茶野 篤政,2,2塁,デッドボールを受ける 一二塁
6回表,5,1.0,西川 愛也,2,"1,2塁",－楽天:コーチマウンドへむかう－2アウト一二塁から外角低めの変化球を打つもセンターフライ 3アウト
