イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,正木 智也,0,,空振り三振でバッターアウト 1アウト
1回表,2,2.0,周東 佑京,1,,ファーストゴロ 2アウト
1回表,3,3.0,牧原 大成,2,,ファーストゴロ 3アウト
1回裏,1,1.0,蝦名 達夫,0,,ショートゴロ 1アウト
1回裏,2,2.0,牧 秀悟,1,,全く手が出ず三球三振 2アウト
1回裏,3,3.0,佐野 恵太,2,,四球を選ぶ 一塁
1回裏,4,4.0,筒香 嘉智,2,1塁,一塁走者佐野:盗塁を試みるもアウト 3アウト
2回表,1,4.0,栗原 陵矢,0,,全く手が出ず見逃し三振でバッターアウト 1アウト
2回表,2,5.0,柳田 悠岐,1,,ショートフライ 2アウト
2回表,3,6.0,廣瀨 隆太,2,,低めの真っ直ぐを打つもセンターフライ 3アウト
2回裏,1,4.0,筒香 嘉智,0,,空振り三振 1アウト
2回裏,2,5.0,宮﨑 敏郎,1,,ショートゴロ 2アウト
2回裏,3,6.0,度会 隆輝,2,,ピッチャーゴロ 3アウト
3回表,1,7.0,庄子 雄大,0,,空振り三振 1アウト0:153回表、尾形選手が外のストレートで空振り三振を奪う！
3回表,2,8.0,海野 隆司,1,,空振り三振でバッターアウト 2アウト
3回表,3,9.0,徐 若熙,2,,打つ気なく三振に倒れる 3アウト
3回裏,1,7.0,石上 泰輝,0,,ショートゴロ 1アウト
3回裏,2,8.0,松尾 汐恩,1,,セカンドゴロ 2アウト
3回裏,3,9.0,尾形 崇斗,2,,たたきつける打球で内野安打 一塁
3回裏,4,1.0,蝦名 達夫,2,1塁,粘りを見せて8球目にフォアボールを選ぶ 一二塁
3回裏,5,2.0,牧 秀悟,2,"1,2塁",－ソフトバンク:コーチマウンドへむかう－2アウト一二塁からセンターへのタイムリーツーベースでDeNA先制！ デ 2-0 ソ 二塁
3回裏,6,3.0,佐野 恵太,2,2塁,2アウト二塁からセカンドへの内野安打 一三塁
3回裏,7,4.0,筒香 嘉智,2,"1,3塁",一塁けん制:ランナー佐野帰塁ショートフライ 3アウト
4回表,1,1.0,正木 智也,0,,すっぽ抜けの球に当たりデッドボールとなる 一塁
4回表,2,2.0,周東 佑京,0,1塁,内角の真っ直ぐを打つもライトフライ 1アウト
4回表,3,3.0,牧原 大成,1,1塁,レフトへのヒットを放つ 一二塁
4回表,4,4.0,栗原 陵矢,1,"1,2塁",外角の球を打つもファーストライナー 2アウト
4回表,5,5.0,柳田 悠岐,2,"1,2塁",フォアボールを選ぶ 満塁
4回表,6,6.0,廣瀨 隆太,2,満塁,ランナーフルベースの3-2から押し出し四球 デ 2-1 ソ 満塁
4回表,7,7.0,庄子 雄大,2,満塁,カウント1-2から空振りの三振を喫する 3アウト
4回裏,1,5.0,宮﨑 敏郎,0,,セカンドゴロ 1アウト
4回裏,2,6.0,度会 隆輝,1,,ハーフスイングを取られて空振り三振でバッターアウト 2アウト
4回裏,3,7.0,石上 泰輝,2,,セカンドへの内野安打 一塁
4回裏,4,8.0,松尾 汐恩,2,1塁,外角低めの変化球を引っかけてショートゴロ 3アウト
5回表,1,8.0,海野 隆司,0,,外角高めの球を打つもセンターフライ 1アウト
5回表,2,9.0,徐 若熙,1,,空振り三振 2アウト
5回表,3,1.0,正木 智也,2,,レフトへのヒットを放つ 一塁
5回表,4,2.0,周東 佑京,2,1塁,外角の球を打つもセンターフライ 3アウト
5回裏,1,,小田 康一郎,0,,尾形→代打:小田内角高めのストレートを打つもライトフライ 1アウト
5回裏,2,1.0,蝦名 達夫,1,,高めのつり球に空振り三振 2アウト
5回裏,3,2.0,牧 秀悟,2,,ショートゴロ 3アウト
6回表,1,3.0,牧原 大成,0,,投手交代:尾形→伊勢ファウルフライを松尾(捕)がつかんでバッターアウト 1アウト
6回表,2,4.0,栗原 陵矢,1,,ファウルフライを宮﨑(三)がつかんでバッターアウト 2アウト
6回表,3,5.0,柳田 悠岐,2,,ライトへのヒットを放つ 一塁
6回表,4,6.0,廣瀨 隆太,2,1塁,見逃し三振 3アウト
6回裏,1,3.0,佐野 恵太,0,,センターへのツーベース 二塁
