イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,周東 佑京,0,,ピッチャーゴロ 1アウト
1回表,2,2.0,近藤 健介,1,,空振りの三振を喫する 2アウト
1回表,3,3.0,柳町 達,2,,セカンドゴロ 3アウト
1回裏,1,1.0,佐藤 直樹,0,,ライトへのヒットで出塁 一塁
1回裏,2,2.0,辰己 涼介,0,1塁,一塁けん制:ランナー佐藤帰塁ファーストゴロ 1アウト一塁
1回裏,3,3.0,ボイト,1,1塁,外角の球を打つもレフトフライ 2アウト
1回裏,4,4.0,マッカスカー,2,1塁,一塁走者辰己:盗塁成功 二塁一打先制の場面で見逃し三振！決定機を逃す 3アウト
2回表,1,4.0,柳田 悠岐,0,,レフトへのヒットを放つ 一塁
2回表,2,5.0,山川 穂高,0,1塁,四球を選ぶ 一二塁
2回表,3,6.0,栗原 陵矢,0,"1,2塁",0アウト一二塁からライトへのヒットを放つ 満塁
2回表,4,7.0,野村 勇,0,満塁,ランナーフルベースから低めのスライダーを打つもサードライナー三塁走者柳田は塁を飛び出しておりダブルプレー！ 2アウト一二塁
2回表,5,8.0,海野 隆司,2,"1,2塁",一打先制の場面で空振り三振！決定機を逃す 3アウト
2回裏,1,5.0,浅村 栄斗,0,,フォアボールを選ぶ 一塁
2回裏,2,6.0,村林 一輝,0,1塁,低めの球を打つもライトフライ 1アウト
2回裏,3,7.0,黒川 史陽,1,1塁,ライトへのヒットを放つ 一三塁
2回裏,4,8.0,太田 光,1,"1,3塁",一塁けん制:ランナー黒川帰塁1アウト一三塁の2-0からレフトへのタイムリーヒットで楽天先制！ 楽 1-0 ソ 一二塁
2回裏,5,9.0,小深田 大翔,1,"1,2塁",1アウト一二塁から4-6-3のダブルプレー 3アウト
3回表,1,9.0,牧原 大成,0,,ワンバウンドした球を空振り三振 1アウト
3回表,2,1.0,周東 佑京,1,,センターへのヒットを放つ 一塁
3回表,3,2.0,近藤 健介,1,1塁,一塁けん制:ランナー周東帰塁一塁けん制:ランナー周東帰塁また一塁けん制:ランナー周東帰塁一塁走者周東:盗塁成功 二塁ストレートのフォアボールで出塁 一二塁
3回表,4,3.0,柳町 達,1,"1,2塁",空振り三振でバッターアウト 2アウト
3回表,5,4.0,柳田 悠岐,2,"1,2塁",ランナー一二塁の0-1から同点のタイムリーヒット！ 楽 1-1 ソ 一二塁0:27【3回表】同世代対決を制す!! ホークス・柳田悠岐がイーグルス・前田健太から同点タイムリー!! 2026年3月31日 東北楽天ゴールデンイーグルス 対 福岡ソフトバンクホークス
3回表,6,5.0,山川 穂高,2,"1,2塁",－楽天:コーチマウンドへむかう－サードゴロ 3アウト
3回裏,1,1.0,佐藤 直樹,0,,空振り三振でバッターアウト 1アウト
3回裏,2,2.0,辰己 涼介,1,,センターへのヒットを放つ 一塁
3回裏,3,3.0,ボイト,1,1塁,一塁けん制:ランナー辰己帰塁セカンドフライ 2アウト
3回裏,4,4.0,マッカスカー,2,1塁,一塁けん制:ランナー辰己帰塁また一塁けん制:ランナー辰己帰塁ファウルフライを海野(捕)が捕球してバッターアウト 3アウト
4回表,1,6.0,栗原 陵矢,0,,フォアボールを選ぶ 一塁
4回表,2,7.0,野村 勇,0,1塁,一塁けん制:ランナー栗原帰塁低めのスライダーをレフトへ打ってヒット 一二塁
4回表,3,8.0,海野 隆司,0,"1,2塁",ランナー一二塁から送りバント失敗 1アウト一二塁
4回表,4,9.0,牧原 大成,1,"1,2塁",フォアボール。楽天、満塁のピンチをまねく 満塁
4回表,5,1.0,周東 佑京,1,満塁,－楽天:コーチマウンドへむかう－1アウト満塁の2-2から犠飛ソフトバンク勝ち越し！ 楽 1-2 ソ 2アウト一二塁
4回表,6,2.0,近藤 健介,2,"1,2塁",ファーストゴロ 3アウト
4回裏,1,5.0,浅村 栄斗,0,,サードゴロ 1アウト
4回裏,2,6.0,村林 一輝,1,,ライトへのヒットを放つ 一塁
