Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12,計,安,失
中日,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
DeNA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
