イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1,西川 愛也,0,,外角のカーブを打つもレフトフライ 1アウト
1回表,2,2,滝澤 夏央,1,,低めの変化球を打つもレフトフライ 2アウト
1回表,3,3,小島 大河,2,,低めのストレートを打つもセンターフライ 3アウト
1回裏,1,1,中島 大輔,0,,当てるだけのバッティングでピッチャーゴロ 1アウト
1回裏,2,2,黒川 史陽,1,,サードゴロ 2アウト
1回裏,3,3,辰己 涼介,2,,サードゴロ 3アウト
2回表,1,4,ネビン,0,,セカンドゴロ 1アウト
2回表,2,5,林 安可,1,,たたきつける打球で内野安打 一塁
2回表,3,6,石井 一成,1,1塁,空振り三振でバッターアウト 2アウト
2回表,4,7,渡部 聖弥,2,1塁,空振りの三振を喫する 3アウト
2回裏,1,4,マッカスカー,0,,カウント0-1からレフトスタンドへの先制ホームラン！ 楽 1-0 西
2回裏,2,5,村林 一輝,0,,ショートゴロ 1アウト
2回裏,3,6,浅村 栄斗,1,,センターへの二塁打 二塁
2回裏,4,7,繁永 晟,1,2塁,サードゴロ 2アウト
2回裏,5,8,太田 光,2,2塁,ランナー二塁から低めのツーシームを打つもレフトフライ 3アウト
3回表,1,8,カナリオ,0,,レフトへのエンタイトルツーベース 二塁
3回表,2,9,蛭間 拓哉,0,2塁,0アウト二塁の0-1からセンターへのタイムリーヒットで西武同点！ 楽 1-1 西 一塁
3回表,3,1,西川 愛也,0,1塁,一塁けん制:ランナー蛭間帰塁3-6-3のダブルプレー 2アウト
3回表,4,2,滝澤 夏央,2,,セカンドゴロ 3アウト
3回裏,1,9,宗山 塁,0,,ファーストゴロ 1アウト
3回裏,2,1,中島 大輔,1,,セカンドゴロ 2アウト
3回裏,3,2,黒川 史陽,2,,ピッチャーゴロ 3アウト
4回表,1,3,小島 大河,0,,外角低めの真っ直ぐをセンターへ打ってヒット 一塁
4回表,2,4,ネビン,0,1塁,空振りの三振を喫する 1アウト
4回表,3,5,林 安可,1,1塁,低めの真っ直ぐを打つもセンターフライ 2アウト
4回表,4,6,石井 一成,2,1塁,ストレートのフォアボールで出塁 一二塁
4回表,5,7,渡部 聖弥,2,"1,2塁",カウント1-2から空振りの三振を喫する 3アウト
4回裏,1,3,辰己 涼介,0,,セカンドゴロ 1アウト
4回裏,2,4,マッカスカー,1,,ショートへの内野安打 一塁
4回裏,3,5,村林 一輝,1,1塁,ダブルプレー 3アウト
5回表,1,8,カナリオ,0,,空振り三振でバッターアウト 1アウト
5回表,2,9,蛭間 拓哉,1,,外角の球を打つもセンターフライ 2アウト
5回表,3,1,西川 愛也,2,,外角高めの落ちる球を打つもセンターフライ 3アウト
5回裏,1,6,浅村 栄斗,0,,ど真ん中の球を打つもセンターフライ 1アウト
5回裏,2,7,繁永 晟,1,,外角のストレートを打つもセンターフライ 2アウト
5回裏,3,8,太田 光,2,,カウント0-1からライトスタンドへの勝ち越しホームラン！ 楽 2-1 西0:41【5回裏】逆方向への一撃!! イーグルス・太田光 ライトスタンドへの今季第2号勝ち越しソロホームランを放つ!! 2026年7月18日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
5回裏,4,9,宗山 塁,2,,詰まった打球はセカンドゴロ 3アウト
6回表,1,2,滝澤 夏央,0,,たたきつける打球で内野安打 一塁
6回表,2,3,小島 大河,0,1塁,ストレートのフォアボールで出塁 一二塁
6回表,3,4,ネビン,0,"1,2塁",－楽天:コーチマウンドへむかう－ど真ん中のストレートを打つもライトフライ 1アウト一三塁
6回表,4,5,林 安可,1,"1,3塁",空振りの三振を喫する 2アウト
6回表,5,6,石井 一成,2,"1,3塁",2アウト一三塁の2-1からライトへのタイムリーヒットで西武同点！ 楽 2-2 西 一二塁0:53【6回表】 すぐさま追いつく!! ライオンズ・石井一成 一二塁間を破る同点タイムリーヒットを放つ!! 2026年7月18日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
6回表,6,7,渡部 聖弥,2,"1,2塁",一打勝ち越しの場面で内角の落ちる球を打つもレフトフライ 3アウト
6回裏,1,1,中島 大輔,0,,内角高めのストレートを打つもライトフライ 1アウト
6回裏,2,2,黒川 史陽,1,,高めのストレートを打つもレフトフライ 2アウト
6回裏,3,3,辰己 涼介,2,,内角のストレートを打つもセンターフライ 3アウト
7回表,1,8,カナリオ,0,,空振りの三振を喫する 1アウト
7回表,2,9,蛭間 拓哉,1,,7球粘るも外角低めのスプリットに空振り三振 2アウト
7回表,3,1,西川 愛也,2,,外角のストレートを打つもセンターフライ 3アウト
7回裏,1,4,マッカスカー,0,,守備交代:レフト岸四球を選ぶ 一塁
7回裏,2,5,村林 一輝,0,1塁,センターへのヒット 一二塁
7回裏,3,6,浅村 栄斗,0,"1,2塁",ダブルプレー 2アウト三塁
7回裏,4,7,繁永 晟,2,3塁,楽天・繁永の一塁セーフの判定を巡り、西武がリクエストリプレー検証後判定変わらずランナー三塁の1-0からレフトへの勝ち越しタイムリーヒット！ 楽 3-2 西 一塁0:33【7回裏】値千金のプロ初安打!! イーグルス・繁永晟 レフト前へ勝ち越しタイムリーヒットを放つ!! 2026年7月18日 東北楽天ゴールデンイーグルス 対 埼玉西武ライオンズ
7回裏,5,8,太田 光,2,1塁,一塁走者繁永→代走:平良一塁けん制:ランナー平良帰塁一塁けん制:ランナー平良帰塁また一塁けん制:ランナー平良帰塁一塁走者平良:盗塁成功 二塁セカンドゴロ 3アウト
8回表,1,2,滝澤 夏央,0,,ピッチャー荘司に代わって泰がマウンドにあがる　守備変更:平良→サードセカンドゴロ 1アウト
8回表,2,3,小島 大河,1,,内角低めの変化球を打つもセンターフライ 2アウト
8回表,3,4,ネビン,2,,レフトへの二塁打 二塁
8回表,4,5,林 安可,2,2塁,一打同点の場面でショートフライ 3アウト
8回裏,1,9,宗山 塁,0,,ショートゴロ 1アウト
8回裏,2,1,中島 大輔,1,,低めの球を打つもレフトフライ 2アウト
8回裏,3,2,黒川 史陽,2,,ショートゴロ 3アウト
9回表,1,6,石井 一成,0,,ピッチャー泰に代わって藤平がマウンドにあがる　守備交代:ライト武藤守備変更:中島ライト→レフトワンバウンドした球を空振り三振 1アウト
9回表,2,7,渡部 聖弥,1,,西武・渡部の二塁セーフの判定を巡り、楽天がリクエストリプレー検証後判定変わらず二塁打 二塁
9回表,3,8,カナリオ,1,2塁,高めの球を打つもレフトフライ 2アウト
9回表,4,9,岸 潤一郎,2,2塁,全く手が出ず見逃し三振でバッターアウト 3アウト試合終了
