イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,岡林 勇希,0,,セカンドゴロ 1アウト
1回表,2,2.0,福永 裕基,1,,ショートゴロ 2アウト
1回表,3,3.0,村松 開人,2,,ショートゴロ 3アウト
1回裏,1,1.0,髙寺 望夢,0,,セカンドゴロ 1アウト
1回裏,2,2.0,中野 拓夢,1,,見逃し三振 2アウト
1回裏,3,3.0,森下 翔太,2,,左中間へのホームランで阪神先制！ 神 1-0 中0:57【1回裏】森下 初球を狙い撃ち!! 左中間スタンドへ先制弾!! 第20号!! 2026/07/02 T-D
1回裏,4,4.0,佐藤 輝明,2,,ファーストゴロ 3アウト
2回表,1,4.0,細川 成也,0,,レフトへのヒット 一塁
2回表,2,5.0,サノー,0,1塁,6-4-3のダブルプレー 2アウト
2回表,3,6.0,石伊 雄太,2,,ショートゴロ 3アウト
2回裏,1,5.0,大山 悠輔,0,,内角のシュートを打つもレフトフライ 1アウト
2回裏,2,6.0,濱田 太貴,1,,ワンバウンドした球を空振り三振 2アウト
2回裏,3,7.0,坂本 誠志郎,2,,外角高めの真っ直ぐを打つもセンターフライ 3アウト
3回表,1,7.0,石川 昂弥,0,,ショートへの内野安打 一塁
3回表,2,8.0,鵜飼 航丞,0,1塁,内角のフォークを打つもレフトフライ 1アウト
3回表,3,9.0,柳 裕也,1,1塁,見事送りバントを成功させる 2アウト二塁
3回表,4,1.0,岡林 勇希,2,2塁,粘りを見せて8球目にフォアボールを選ぶ 一二塁
3回表,5,2.0,福永 裕基,2,"1,2塁",－阪神:コーチマウンドへむかう－ピッチャーゴロ 3アウト
3回裏,1,8.0,熊谷 敬宥,0,,見逃し三振でバッターアウト！ 1アウト
3回裏,2,9.0,下村 海翔,1,,ど真ん中のカットボールを打つもセンターフライ 2アウト
3回裏,3,1.0,髙寺 望夢,2,,外角低めの球を打つもショートライナー 3アウト
4回表,1,3.0,村松 開人,0,,外角のストレートを打つもレフトフライ 1アウト
4回表,2,4.0,細川 成也,1,,11球粘るも内角高めのカットボールに空振り三振 2アウト0:35【4回表】下村 プロ初奪三振は4番から!! 2026/07/02 T-D
4回表,3,5.0,サノー,2,,サードゴロ 3アウト
4回裏,1,2.0,中野 拓夢,0,,ライトへの二塁打 二塁
4回裏,2,3.0,森下 翔太,0,2塁,柳(投):暴投 三塁サードゴロの間に三塁ランナー中野が本塁生還 神 2-0 中 1アウト
4回裏,3,4.0,佐藤 輝明,1,,空振り三振でバッターアウト 2アウト
