Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12,計,安,失
楽天,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0
西武,0,0,1,0,0,0,0,0,0,0,0,0,1,7,1
