イニング,打席順,打順,選手名,アウト,ランナー,本文
1回表,1,1.0,勝又 温史,0,,ファウルフライをファビアン(左)がつかんでバッターアウト 1アウト
1回表,2,2.0,牧 秀悟,1,,フォアボールを選ぶ 一塁
1回表,3,3.0,佐野 恵太,1,1塁,ボテボテのファーストゴロ 2アウト二塁
1回表,4,4.0,エンカーナシオン,2,2塁,一打先制の場面で低めのストレートを打つもセンターフライ 3アウト
1回裏,1,1.0,名原 典彦,0,,レフトへのヒットを放つ 一塁
1回裏,2,2.0,菊池 涼介,0,1塁,見事送りバントを成功させる 1アウト二塁
1回裏,3,3.0,ファビアン,1,2塁,ランナー二塁の3-2から先制2ランホームラン！ 広 2-0 デ
1回裏,4,4.0,坂倉 将吾,1,,粘りを見せて10球目にフォアボールを選ぶ 一塁
1回裏,5,5.0,小園 海斗,1,1塁,ライトへのヒットで出塁 一二塁
1回裏,6,6.0,佐藤 啓介,1,"1,2塁",－DeNA:コーチマウンドへむかう－見逃し三振 2アウト
1回裏,7,7.0,大盛 穂,2,"1,2塁",ランナー一二塁の1-0からライトへタイムリーツーベース！ 広 3-0 デ 二三塁
1回裏,8,8.0,持丸 泰輝,2,"2,3塁",満塁策で敬遠される 満塁
1回裏,9,9.0,岡本 駿,2,満塁,サードゴロ 3アウト
2回表,1,5.0,宮﨑 敏郎,0,,ど真ん中のストレートを打つもセンターフライ 1アウト
2回表,2,6.0,松尾 汐恩,1,,ピッチャーゴロ 2アウト
2回表,3,7.0,梶原 昂希,2,,内角高めの球を打つもレフトフライ 3アウト
2回裏,1,1.0,名原 典彦,0,,ボテボテの内野安打 一塁
2回裏,2,2.0,菊池 涼介,0,1塁,一塁けん制:ランナー名原帰塁送りバント失敗 1アウト一塁
2回裏,3,3.0,ファビアン,1,1塁,レフトへのツーベース 二三塁
2回裏,4,4.0,坂倉 将吾,1,"2,3塁",ショートフライ 2アウト
2回裏,5,5.0,小園 海斗,2,"2,3塁",－治療中－守備交代:ショート宮下カウント1-2からワンバウンドした球を空振り三振 3アウト
3回表,1,8.0,宮下 朝陽,0,,内角のツーシームを打つもレフトフライ 1アウト
3回表,2,9.0,石田 裕太郎,1,,ファウルフライを佐藤啓(一)がつかんでバッターアウト 2アウト
3回表,3,1.0,勝又 温史,2,,セカンドゴロ 3アウト
3回裏,1,6.0,佐藤 啓介,0,,外角低めの落ちる球を引っかけてピッチャーゴロ 1アウト
3回裏,2,7.0,大盛 穂,1,,ファウルフライを宮﨑(三)がつかんでバッターアウト 2アウト
3回裏,3,8.0,持丸 泰輝,2,,ワンバウンドした球を空振り三振 3アウト
